title,channel_title,views,likes,dislikes,comment_total,,,,,,,,,,
The Problem With Our Phones,The School of Life,205103,10944,471,1206,,,,,,,,,,
It's Time For The Jack & Reiss Show!!! | Arsenal v FC KÃ¶ln Starting 11,ArsenalFanTV,86229,1870,97,759,,,,,,,,,,
Meet Me in the Gap - Cher & Future - Full TV Spot,Gap,53745,483,57,206,,,,,,,,,,
What Do You Want to Eat?!,Wong Fu Productions,413020,18223,404,1671,,,,,,,,,,
Bryson Tiller - Run Me Dry (Official Video),BrysonTillerVEVO,743630,48909,471,3746,,,,,,,,,,
WHY I STOPPED UPLOADING,EstÃ©e Lalonde,209260,6056,420,573,,,,,,,,,,
Hand In Hand A Benefit For Hurricane Relief | MTV,MTV,393968,10053,596,1191,,,,,,,,,,
SHOPPING FENTY BEAUTY & BACK AT THE GYM | VLOGTEMBER,SamanthaMariaVlogs,115702,4367,111,479,,,,,,,,,,
Fenty Beauty Pro Filt'r Foundation Review|| Nyma Tang #thedarkestshade,Nyma Tang,2511096,90132,1319,7936,,,,,,,,,,
What's In This 90s Mystery Caboodle?,grav3yardgirl,429138,18013,343,3900,,,,,,,,,,
Drowning for Power - Rooster Teeth Animated Adventures,Rooster Teeth,947706,25968,741,1139,,,,,,,,,,
"PewDiePie Getting TAKEN DOWN After Saying N Word? KSI CALLS Out PewDiePie, Banks Defends Him",Scarce,1759154,54336,8854,37011,,,,,,,,,,
"Exclusive: President Trump Being Drugged Ahead Of Coup, Sources Claim",The Alex Jones Channel,187511,4086,842,3372,,,,,,,,,,
Jumping Through Impossible Shapes!,Rclbeauty101,1180879,47863,1640,4295,,,,,,,,,,
FENTY BEAUTY.. IS THIS EVEN REAL?? | FULL REVIEW,Dina Tokio,250268,11351,457,1270,,,,,,,,,,
Fifty Shades Freed - Teaser [HD],Fifty Shades,4959620,18534,2722,2450,,,,,,,,,,
"MOVING VLOG #2 | EVERYTHING IS PINK, A HOUSE TOUR OF WHAT I'VE DONE SO FAR+ BUILDING IKEA FURNITURE!",Emily Canham,162622,9173,94,951,,,,,,,,,,
How To Make LLOYD From The NEW LEGO NINJAGO MOVIE Out Of CAKE | Yolanda Gampp | How To Cake It,How To Cake It,496246,25067,236,3634,,,,,,,,,,
After Hours: 6 Movies Whose Timelines Don't Add Up,Cracked,410405,14670,344,1407,,,,,,,,,,
$3 Seafood Vs. $213 Seafood â€¢ Australia,BuzzFeedVideo,4830992,107671,2276,11743,,,,,,,,,,
Autumn Fashion Haul - Â£35 Highstreet & Luxury,Amelia Liana,62029,1985,76,216,,,,,,,,,,
"Gigi Hadid Loses High Heel During Fashion Week, Walks It Off Like a Pro | TMZ",TMZ,792162,3186,2354,929,,,,,,,,,,
The Good Boys Of YouTube (The Jimquisition),Jim Sterling,481646,26919,8151,13162,,,,,,,,,,
"Autumn Hair, Lingerie & Lots More! August Favourites 2017 | Melanie Murphy",Melanie Murphy,41152,2278,44,470,,,,,,,,,,
Zappacosta Scores A Screamer. Watch The Goals & More From Chelsea vs Qarabag | The Reaction,Chelsea Football Club,71912,2013,17,165,,,,,,,,,,
IM GONNA BE A FATHER (Things Got Awkward),Wil Dasovich,892442,27573,554,6161,,,,,,,,,,
Jim Carrey Sounds Off on Icons and More at NYFW 2017 | E! Live from the Red Carpet,E! Live from the Red Carpet,2817039,18480,723,5724,,,,,,,,,,
FENTY BEAUTY By Rihanna Review + Wear Test,Amy Macedo,55602,2433,84,453,,,,,,,,,,
Hurricane Irma: Looters caught on camera in Miami - BBC News,BBC News,141012,498,208,1951,,,,,,,,,,
Last Week I Found Jesus,DarkSquidge,85814,5415,68,1723,,,,,,,,,,
"Ringo Starr on peace, love, and why he thinks Brexit is a 'great move' - BBC Newsnight",BBC Newsnight,2055,62,24,0,,,,,,,,,,
Harrison Styles is heading in One Directionâ€¦ Boot Camp! | Auditions Week 2 | The X Factor 2017,The X Factor UK,169383,2615,73,0,,,,,,,,,,
CHOCOLATE CHIP COOKIE CUPCAKES - NERDY NUMMIES,Rosanna Pansino,376653,21238,220,3538,,,,,,,,,,
Was It Worth It?,Bubzvlogz,144652,5837,46,455,,,,,,,,,,
Tommy Wiseau On Why James Franco Was Perfect For 'The Disaster Artist' | Los Angeles Times,Los Angeles Times,179765,2642,25,466,,,,,,,,,,
Minelli - Empty Spaces (Official Video) [Ultra Music],Ultra Music,352810,4634,238,331,,,,,,,,,,
BLIND TASTE TEST // Grace Helbig,Grace Helbig,158779,10142,60,1003,,,,,,,,,,
Larry's Back & Nothing Has Changed | Curb Your Enthusiasm Season 9 Trailer #2 (2017) | HBO,HBO,541685,6617,117,901,,,,,,,,,,
How Computers Compress Text: Huffman Coding and Huffman Trees,Tom Scott,348472,18536,115,1070,,,,,,,,,,
Killing spawn peekers can be hard sometimes,sjallday0015,352123,6769,81,283,,,,,,,,,,
Can You Assume Sexuality Based on a First Impression? | Tell My Story,SoulPancake,372944,15547,646,2081,,,,,,,,,,
TESTING SOPH X MAKEUP REVOLUTION PALETTES!! | sophdoesnails,sophdoesnails,205695,16389,111,2554,,,,,,,,,,
"Stephen A. Smith, Snoop Dogg and Magic Johnson discuss Colin Kaepernick | First Take | ESPN",ESPN,152653,1454,116,661,,,,,,,,,,
Things you need to know about Pennywise,Jenny Nicholson,45841,2548,115,504,,,,,,,,,,
A tribute to Sir Bruce Forsyth - Strictly Come Dancing 2017: Launch,BBC Strictly Come Dancing,461896,6740,299,572,,,,,,,,,,
NEW In Beauty: September | Fleur De Force,Fleur DeForce,125476,3931,75,382,,,,,,,,,,
For Honor: Season 3 - Tribute Mode Reveal | Trailer | Ubisoft [US],Ubisoft US,25787,968,36,294,,,,,,,,,,
What NOT to do at University,Daniel Howell,1603599,193810,804,20195,,,,,,,,,,
Xenoblade Chronicles 2 - Nintendo Switch - Nintendo Direct 9.13.2017,Nintendo,91179,3302,153,1285,,,,,,,,,,
[MV] GFRIEND(ì—¬ìžì¹œêµ¬) _ Summer Rain(ì—¬ë¦„ë¹„),1theK (ì›ë”ì¼€ì´),2072539,90345,4722,15645,,,,,,,,,,
6X EXTREME SPICY NOODLE CAR RIDE (I CRIED) | Ranz and Niana,Niana Guerrero,564123,33312,488,4152,,,,,,,,,,
Mean Girls on Broadway â€¢ Talking and Singing,Mean Girls on Broadway,29598,84,2,8,,,,,,,,,,
The Constitution of the Spartans,Historia Civilis,252320,12479,202,1635,,,,,,,,,,
FAIL.. + *New* ESTEE LAUDER DOUBLE WEAR NUDE {First Impression Review & Demo!} 15 DAYS OF FOUNDATION,thataylaa,150257,10184,137,1107,,,,,,,,,,
How Kanye Westâ€™s â€˜Graduationâ€™ Changed Music | Genius News,Genius,264903,11033,304,1231,,,,,,,,,,
what is derealisation / depersonalisation?,doddlevloggle,168560,20643,81,2100,,,,,,,,,,
Noel Gallagher Don't Look Back In Anger We Are Manchester 9/9/17 Oasis,stuhutchings,130228,1083,62,271,,,,,,,,,,
Viral Instagram Makeup Trends!! Wavy Eyebrows Tested! Alisha Marie,AlishaMarie,1681417,85016,1038,7196,,,,,,,,,,
FALL MAKEUP TUTORIAL | Talk  Through Tutorial | Casey Holmes,Casey Holmes,274309,16266,266,1965,,,,,,,,,,
HOMEWARE ACCESSORIES HAUL | DECORATING OUR NEW FLAT,Inthefrow,63686,2599,58,275,,,,,,,,,,
FENTY BEAUTY by RIHANNA FULL REVIEW,James Charles,1228122,47166,4719,6048,,,,,,,,,,
"Mike Pence Delivers Moving Speech in Shanksville, PA. Flight 93.",Rshill7,89695,509,22,205,,,,,,,,,,
GOLD DIVA MACARONS- The Scran Line,The Scran Line,33577,1850,35,207,,,,,,,,,,
Doug hyde Summertime cake tutorial (ice cream van cake),Zoes Fancy Cakes,15300,860,6,52,,,,,,,,,,
Sunbro Invades Saboten Con 2017,D Piddy,145607,7767,86,766,,,,,,,,,,
Watch the moment this Sky News man just couldn't talk about Brexit anymore,The Poke,274503,3106,129,613,,,,,,,,,,
EnVy Eats - Episode 1- Taimou Style Meatballs,Team Envy,34939,1803,14,318,,,,,,,,,,
TESTING WEIRD PUPPY TOYS WITH PUPPY!!! *CUTE*,LaurDIY,1043993,58481,587,3393,,,,,,,,,,
Try-On FALL HAUL! Fashion + Drugstore Makeup | Ingrid Nilsen,Ingrid Nilsen,197356,6356,142,357,,,,,,,,,,
kirstin - Bad Weather (Official Video),kirstinVEVO,54815,4499,129,640,,,,,,,,,,
Rashford and Woodburn not on Owen's level - Rio Ferdinand,Transfer News,46272,210,14,188,,,,,,,,,,
MINIMINTER REACTS TO KSI - ADAM'S APPLE,miniminter,3635565,156317,6214,6770,,,,,,,,,,
Resumen de FC Barcelona vs RCD Espanyol (5-0),LaLiga Santander,694324,6563,509,369,,,,,,,,,,
Tom Fletcher Book Club at WHSmith,Tom Fletcher,50742,3328,15,249,,,,,,,,,,
Outrageous Post!,ItsWayPastMyBedTime,78823,5922,48,345,,,,,,,,,,
El DiÌa DespueÌs (11/09/2017): El primer dÃ­a de DembelÃ©,El DÃ­a DespuÃ©s,289823,5729,82,310,,,,,,,,,,
50 AMAZING Facts to Blow Your Mind! #88,MatthewSantoro,516399,13503,467,1529,,,,,,,,,,
"Hurricane Irma Now a Category 3, Could 'Re-Engergize' to Category 4 | MSNBC",MSNBC,1774499,8057,2128,3396,,,,,,,,,,
SM64 Online Tutorial,Kaze Emanuar,230912,3601,89,1320,,,,,,,,,,
"The Honda Civic has a very small feature, that I never noticed. Until now.",Jared's Garage,667703,3996,722,280,,,,,,,,,,
IT - SPOILER Talk,Jeremy Jahns,808962,17616,1060,5678,,,,,,,,,,
President Trump Delivers a Statement on Hurricane Irma 9/10/17,Based Patriot,78873,807,84,647,,,,,,,,,,
Sam Smith - Too Good At Goodbyes (Official Audio),SamSmithWorldVEVO,15076956,485775,6885,20825,,,,,,,,,,
Yosuke Ideguchi AMAZING Goal Japan vs Australia 2-0 (2018 FIFA World Cup Qualifiers),League Moments,1622,0,0,0,,,,,,,,,,
Halle Berry Gets a â€˜Magicâ€™ Surprise from Co-Star Channing Tatum,TheEllenShow,1703223,15421,693,905,,,,,,,,,,
FENTY BEAUTY by RIHANNA... HIT OR MISS?! | Jeffree Star,jeffreestar,5292941,187245,17327,19816,,,,,,,,,,
I'd Fight Yaya Toure | Anthony Joshua and Chill ft. Poet and Vuj,COPA90,170284,6342,67,503,,,,,,,,,,
The Gettable Ken Bone | Real Time with Bill Maher (HBO),Real Time with Bill Maher,362037,4853,365,1497,,,,,,,,,,
CR7 quiere VOLVER a INGLATERRA | Â¿MALA RELACIÃ“N KUN-GABRIEL JESÃšS? | LEWANDOWSKI â€˜sueÃ±aâ€™ con MADRID,Cracks,1013541,47911,633,2015,,,,,,,,,,
WE SPEAK TO ARSENE WENGER!!! | Arsenal 3-0 Bournemouth | ðŸ’¥ AFTV Young Gunz ðŸ’¥,AFTV Young Gunz,47999,396,157,150,,,,,,,,,,
These Are The Best Features Coming To iPhones.,UrAvgConsumer,354557,13162,508,1306,,,,,,,,,,
Stephen King's IT - What's the Difference?,CineFix,1361619,20381,1020,3113,,,,,,,,,,
What Would You Do: Onlooker harasses parent with different race child,What Would You Do?,583429,16338,246,2142,,,,,,,,,,
Ed Sheeran EXTENDED INTERVIEW on The Graham Norton Show,The Graham Norton Show,246424,4720,68,203,,,,,,,,,,
AVICII: TRUE STORIES - Official Trailer,Avicii,84550,2289,17,143,,,,,,,,,,
Dillon Francis - Apple Keynote/iPhone X Reaction Video,Dillon Francis,30048,1586,50,237,,,,,,,,,,
XQ Super School Live | Broadcast and Pre-Show,XQ America,114203,270,62,8,,,,,,,,,,
Janet Jackson | What About (LIVE) | State Of The World Tour,JanetJacksonLEGACY,111620,379,11,62,,,,,,,,,,
ROASTING YOUTUBERS' NAILS (nail diss),Simply Nailogical,1849540,135168,5430,23408,,,,,,,,,,
Killer Whales Attack Minke - Frozen Planet - BBC Earth,BBC Earth,180554,3458,113,459,,,,,,,,,,
Leeds v Burton,Burton Albion,6014,63,8,73,,,,,,,,,,
The $80 Smartphone Challenge,Austin Evans,396083,12221,463,1772,,,,,,,,,,
24 Genres. Two Artists. One song. All voices. - Shape of You Ed Sheeran,Peter Hollens,723980,50162,1000,4923,,,,,,,,,,
ZAYN - Dusk Till Dawn ft. Sia,ZaynVEVO,38678096,1458937,28784,102238,,,,,,,,,,
Match of the the Day's Premier League all-time XI - BBC Sport,BBC Sport,3006,101,2,21,,,,,,,,,,
FENTY BEAUTY - FIRST IMPRESSIONS & REVIEW | JAMIE GENEVIEVE,Jamie Genevieve,426248,17361,345,1613,,,,,,,,,,
Rami Malek como Freddie Mercury en Live Aid,A Queen Of Magic,80647,475,23,106,,,,,,,,,,
"FENTY BEAUTY | FULL FACE BEAT,  IMPRESSIONS + REVIEW",Shameless Maya,414089,20838,521,6595,,,,,,,,,,
INTER vs SPAL 2-0 - Goals & Highlights - 10/09/2017 (HD),Football Ã‰lite,67706,265,18,33,,,,,,,,,,
If kids shows were honest about life,AnthonyPadilla,628024,49972,2011,4049,,,,,,,,,,
UFC 215: Post-fight Press Conference,UFC - Ultimate Fighting Championship,131734,860,871,536,,,,,,,,,,
Tunnel Cam | Leicester City vs Chelsea | 2017/2018,LCFC,25469,167,17,43,,,,,,,,,,
What Does Your Search History Say About You?,AsapSCIENCE,1256061,29934,2662,4152,,,,,,,,,,
Harry Potter Theory: The History Of Hagridâ€™s Wand,SuperCarlinBrothers,472426,19479,394,2327,,,,,,,,,,
U2: Bullet the Blue Sky,The Tonight Show Starring Jimmy Fallon,195079,3410,102,355,,,,,,,,,,
George Michael - Fantasy (Audio) ft. Nile Rodgers,georgemichaelVEVO,753656,10411,822,1235,,,,,,,,,,
"The Current War Official Trailer #1 (2017) Benedict Cumberbatch, Tom Holland Biography Movie HD",Zero Media,775743,8659,208,969,,,,,,,,,,
EMOTIONAL BACK TO SCHOOL!,SACCONEJOLYs,243245,12305,204,1022,,,,,,,,,,
Fifth Harmony - Deliver,FifthHarmonyVEVO,4230773,294499,11811,24462,,,,,,,,,,
Mixing All My Foundations Together,Safiya Nygaard,4045505,156186,1996,7562,,,,,,,,,,
One America Appeal: Our Friends In Texas,One America Appeal,958504,17762,3218,0,,,,,,,,,,
Are You Fooled By These Audio Illusions?,Good Mythical Morning,1854629,46052,1412,10828,,,,,,,,,,
Tracking Hurricane Irma 9-8-17 8pm Advisory,CBS Miami,1102459,4117,993,2395,,,,,,,,,,
Blake Shelton - I'll Name The Dogs (Official Music Video),Blake Shelton,1984548,25975,2916,2345,,,,,,,,,,
Update: Problem with Chemo Pills,Courtelizz1,111083,3738,109,739,,,,,,,,,,
Kelly Clarkson - Love So Soft [Official Video],Kelly Clarkson,3251331,79631,2984,6576,,,,,,,,,,
Bojack Horseman - For Your Own Good,Cameron Steggles,69958,1145,15,507,,,,,,,,,,
Last Night of the Proms is even better with subtitles,John Plunkett,2315,14,2,7,,,,,,,,,,
ELEPHANT IN THE ROOM,KickThePj,105701,16596,32,1268,,,,,,,,,,
Full Face of FIRST IMPRESSIONS ðŸ¤”ðŸ’¬ Testing NEW Makeup ðŸ’•,Shaaanxo,303575,16427,156,918,,,,,,,,,,
[SEVENTEEN] GOING SEVENTEEN EP.14,SEVENTEEN,212719,19876,58,1732,,,,,,,,,,
Young Thug & Carnage: Young Martha Homie ft Meek Mill [Official Music Video],Young Thug,823000,25570,758,2288,,,,,,,,,,
Liza Koshy's Dream Office Makeover | OMG We're Coming Over | Mr. Kate,Mr. Kate,2473585,177014,1018,6290,,,,,,,,,,
Jacob Rees-Mogg Says That He Opposes Abortion and Same-Sex Marriage | Good Morning Britain,Good Morning Britain,324360,4975,3652,0,,,,,,,,,,
Small Hands Samsung Galaxy Note 8 Review,Linus Tech Tips,637361,20701,1048,2151,,,,,,,,,,
Straight From : Serge Aurier,Bros. Stories,60016,696,29,147,,,,,,,,,,
9 Things You Need To Know About Kittens - Simon's Cat | 101,Simon's Cat,197531,7176,117,291,,,,,,,,,,
WE MIGHT HAVE TO EVACUATE!,Charles and Allie - CTFxC,220483,6752,853,1454,,,,,,,,,,
Taylor Swift NOW Presents: See What Taylorâ€™s Up To NOW | AT&T,AT&T,865377,19381,1208,0,,,,,,,,,,
COUPLES IT PRANK *CLOWN*,PointlessBlogVlogs,671475,44185,596,341,,,,,,,,,,
James Blunt as Chief Blunt Officer at Tinder,Tinder,60283,217,12,20,,,,,,,,,,
COME SHOPPING WITH ME + HAUL: HOMESENSE EDITION | Hello October Vlog | AD,HelloOctoberxo,75664,2619,93,239,,,,,,,,,,
How to pronounce German Car Names,Speed Comparer,89514,538,37,103,,,,,,,,,,
NARS PowerMatte Liquid Lipstick Try On and Review,pixiwoo,80953,3767,53,376,,,,,,,,,,
"Oscar De La Hoya On Why Mayweather vs McGregor Was Disrespectful To Boxing, Predicts Canelo vs GGG",Breakfast Club Power 105.1 FM,547462,4645,1279,3682,,,,,,,,,,
The Cast of â€œItâ€ Rates Everyday Scary Things | Teen Vogue,Teen Vogue,337686,10121,65,618,,,,,,,,,,
THE ULTIMATE AMY WINEHOUSE MAKEUP TUTORIAL with Guest Artist Valli Oâ€™Reilly,Lisa Eldridge,188572,8765,204,493,,,,,,,,,,
WTF HAVE I BEEN SENT? MY MOST EPIC UNBOXING YET - THE QUEEN EDITION!,Patricia Bright,342639,16582,218,2550,,,,,,,,,,
Foo Fighters - The Line (Audio),foofightersVEVO,681308,24556,399,1815,,,,,,,,,,
(ZO) Lonzo Ball - Melo Ball 1 Ft. Kenneth Paige,HIPHOPNMORE,455309,5288,321,516,,,,,,,,,,
American Horror Story: CULT BEE HIVE,Madeyewlook,605425,29993,301,470,,,,,,,,,,
U2 - Youâ€™re The Best Thing About Me (Lyric Video),U2VEVO,1976278,32733,1435,2866,,,,,,,,,,
Howell and Lester's KITCHEN NIGHTMARES - Overcooked!,DanAndPhilGAMES,914602,75684,256,7438,,,,,,,,,,
Carpool Karaoke: Shakira + Trevor Noah,Shakira,72491,1806,26,133,,,,,,,,,,
Teen Who Anthony Weiner Sexted Comes Forward: 'I Was Disgusted.',Inside Edition,60628,976,76,315,,,,,,,,,,
"ONLINE SHOPPING HAUL 2017! (with me, a shopaholic)",Amber Scholl,392014,21510,354,1567,,,,,,,,,,
Bill SkarsgÃ¥rd's Demonic â€œIT Smile  - CONAN on TBS,Team Coco,3619251,47568,993,4017,,,,,,,,,,
Shawn Mendes Got Roughed Up by Drake's Security Team,The Tonight Show Starring Jimmy Fallon,612932,26114,210,1387,,,,,,,,,,
Fall Out Boy - The Last Of The Real Ones,FallOutBoyVEVO,754452,74303,947,10379,,,,,,,,,,
"Hello, world. Meet our baby girl: Alexis Olympia Ohanian, Jr.",Alexis Ohanian,1920241,20272,4006,7615,,,,,,,,,,
Champions League Highlights | Feyenoord 0-4 Manchester City,BT Sport,145342,1820,53,273,,,,,,,,,,
1 YEAR OF VLOGGING -- HOW LOGAN PAUL CHANGED YOUTUBE FOREVER!,Logan Paul Vlogs,5853747,361416,22019,54666,,,,,,,,,,
"SOY PABLO Extended Trailer  -- A Bad Lip Reading of Narcos, a Netflix Original Series",Bad Lip Reading,960528,42543,773,3130,,,,,,,,,,
iPhone X (parody),jacksfilms,2587155,144158,1480,9933,,,,,,,,,,
SPIKED by a Sea Urchin?,Brave Wilderness,1936912,42199,835,7351,,,,,,,,,,
BLINDFOLD GYMNASTICS CHALLENGEðŸ˜±,Nile Wilson,168197,7101,210,241,,,,,,,,,,
"Live Apple Event - Apple September Event 2017 - iPhone 8, iPhone X, iOS 11 - Apple Keynote",Apple Event,8260919,84514,15178,2049,,,,,,,,,,
Lana Del Rey - White Mustang (Official Video),LanaDelReyVEVO,2888266,222480,3287,23533,,,,,,,,,,
VLOG DAY 1&2 | TAKING ON LOS ANGELES WITH MY BESTFRIENDS!,makeupbymichaelfinch,161886,10258,338,1274,,,,,,,,,,
FENTY BEAUTY - Worth The Hype?! | Fleur De Force,Fleur DeForce,126204,5106,133,530,,,,,,,,,,
Apple iPhone X first look,The Verge,4257099,33616,6881,18323,,,,,,,,,,
Official US Find Your Voice Trailer - Disney/Pixar's Coco,Disneyâ€¢Pixar,846828,9316,650,1943,,,,,,,,,,
Sean Spicer on Inauguration Crowd and Press Corps,Jimmy Kimmel Live,317578,2054,227,684,,,,,,,,,,
Playing with old fridges  Kills -  public information film 1970s UK advert,BlytheWorld1972,43486,397,15,170,,,,,,,,,,
Machine Gun Kelly - Let You Go,MGKVEVO,667161,48052,1015,2956,,,,,,,,,,
A HOME DAY VLOG | Lily Pebbles,Lily Pebbles,73989,2933,234,617,,,,,,,,,,
Norm Macdonald Is A Comic Genius,Nerdwriter1,195172,11516,399,1166,,,,,,,,,,
The xx - On Hold (Jamie xx Remix),The xx,181052,6496,101,375,,,,,,,,,,
Buying Things For The House & Getting Hurt | Tanya Burr,Tanya Burr,327108,10093,354,609,,,,,,,,,,
Dua Lipa x Gallant // In The Room // Episode 6,Gallant,68893,5739,27,337,,,,,,,,,,
STRANDED ON TOP OF ICELAND! - World Flight Episode 17,FunForLouis,52740,2604,58,303,,,,,,,,,,
TRANSITIONAL HIGH STREET HAUL | Samantha Maria,Samantha Maria,85461,4119,76,392,,,,,,,,,,
The real reason To Kill A Mockingbird became so famous,Vox,516978,14114,1718,2228,,,,,,,,,,
Honest Trailers - The Mummy (2017),Screen Junkies,1493954,35531,1135,5316,,,,,,,,,,
Painting With My Rat Son ðŸ€ðŸ¾,Kiera Rose,11519,1504,27,282,,,,,,,,,,
Flinch w/ Fifth Harmony,The Late Late Show with James Corden,1191937,39376,903,2643,,,,,,,,,,
Gucci Mane - Curve feat The Weeknd [Official Audio],OfficialGucciMane,982779,43482,616,3084,,,,,,,,,,
My DNA Test Results! I'm WHAT?!,emmablackery,234703,16203,288,1406,,,,,,,,,,
Angelica Hale: 10-Year-Old Singer Blows The Audience Away - America's Got Talent 2017,America's Got Talent,1703542,31919,1348,5067,,,,,,,,,,
Everything Wrong With Alien: Covenant In 16 Minutes Or Less,CinemaSins,1546392,36722,1111,6460,,,,,,,,,,
Fergie - You Already Know ft. Nicki Minaj,FergieVEVO,2452799,104512,7805,7083,,,,,,,,,,
The Floor is Lava,RocketJump,672570,41032,658,2014,,,,,,,,,,
PUBG AIRSOFT - REAL LIFE BATTLEGROUNDS!,Node,443122,13782,439,1673,,,,,,,,,,
Bell's Theorem: The Quantum Venn Diagram Paradox,minutephysics,544680,25543,585,3016,,,,,,,,,,
ATTACKED BY A POLICE DOG!!,RomanAtwoodVlogs,1754958,79446,1038,6290,,,,,,,,,,
getting into a conversation in a language you don't actually speak that well,ProZD,1985492,78513,1878,3926,,,,,,,,,,
Best Floyd Mayweather Interview | Awkward Puppets,Awkward Puppets,943549,40803,672,3650,,,,,,,,,,
A Day In The Life: What I Eat In A Day | The Anna Edit,The Anna Edit,61718,2313,74,192,,,,,,,,,,
Assassinâ€™s Creed Origins: Order of the Ancients | Trailer | Ubisoft [US],Ubisoft US,128860,5439,95,986,,,,,,,,,,
TWICEã€ŒOne More Timeã€TEASER,TWICE JAPAN OFFICIAL YouTube Channel,231936,21825,456,2173,,,,,,,,,,
Radiohead - Lift,Radiohead,1379048,55263,694,4383,,,,,,,,,,
The Child in Time: Trailer - BBC One,BBC,69553,1472,19,213,,,,,,,,,,
Meet Me in the Gap - Cher & Future - Full TV Spot,Gap,117028,743,112,386,,,,,,,,,,
Berry Frozen Yogurt Bark Recipe,SORTEDfood,80713,3874,30,222,,,,,,,,,,
Lethal Bizzle Teaches Dame Judi Dench How To Rap,LADbible,32362,451,7,38,,,,,,,,,,
Baby Name Challenge!,Sprinkleofglitter,197066,10700,184,1032,,,,,,,,,,
Weekend in BRIGHTON with Mike! | Fleur De Vlog,FleurDeVlog,91778,3364,49,346,,,,,,,,,,
Juicy Chicken Breast - You Suck at Cooking (episode 65),You Suck At Cooking,648233,28645,845,2352,,,,,,,,,,
Nerf Bow Trick Shots | Dude Perfect,Dude Perfect,12207070,411667,8567,21046,,,,,,,,,,
"REVEALED - FIFA 18 stats for Chelsea's Hazard, Luiz & Christensen!",Rio Ferdinand Presents FIVE,567552,12802,193,634,,,,,,,,,,
Mario Party: The Top 100 - Announcement Trailer - Nintendo 3DS,Nintendo,184640,5624,208,2395,,,,,,,,,,
Rudimental - Sun Comes Up feat. James Arthur [Official Video],Rudimental,406193,12576,213,471,,,,,,,,,,
